"operator_name"	"date"	"aggregate_oil_volume"
"1"	"\"1776 ENERGY OPERATORS, LLC\""	2012-07-01	5538
"2"	"\"1776 ENERGY OPERATORS, LLC\""	2012-11-01	12110
"3"	"\"1776 ENERGY OPERATORS, LLC\""	2012-12-01	18420
"4"	"\"1776 ENERGY OPERATORS, LLC\""	2013-01-01	19431
"5"	"\"1776 ENERGY OPERATORS, LLC\""	2013-02-01	22504
"6"	"\"1776 ENERGY OPERATORS, LLC\""	2013-03-01	28329
"7"	"\"1776 ENERGY OPERATORS, LLC\""	2013-04-01	32471
"8"	"\"1776 ENERGY OPERATORS, LLC\""	2013-05-01	36070
"9"	"\"1776 ENERGY OPERATORS, LLC\""	2013-06-01	40732
"10"	"\"1776 ENERGY OPERATORS, LLC\""	2013-07-01	44665
"11"	"\"1776 ENERGY OPERATORS, LLC\""	2013-08-01	47798
"12"	"\"1776 ENERGY OPERATORS, LLC\""	2013-09-01	50007
"13"	"\"1776 ENERGY OPERATORS, LLC\""	2013-10-01	52821
"14"	"\"1776 ENERGY OPERATORS, LLC\""	2013-11-01	55530
"15"	"\"1776 ENERGY OPERATORS, LLC\""	2013-12-01	58307
"16"	"\"1776 ENERGY OPERATORS, LLC\""	2014-01-01	61246
"17"	"\"1776 ENERGY OPERATORS, LLC\""	2014-02-01	64699
"18"	"\"1776 ENERGY OPERATORS, LLC\""	2014-03-01	67174
"19"	"\"1776 ENERGY OPERATORS, LLC\""	2014-04-01	69816
"20"	"\"1776 ENERGY OPERATORS, LLC\""	2014-05-01	69851
"21"	"\"1776 ENERGY OPERATORS, LLC\""	2014-06-01	72010
"22"	"\"1776 ENERGY OPERATORS, LLC\""	2015-02-01	78354
"23"	"\"1776 ENERGY OPERATORS, LLC\""	2015-03-01	85599
"24"	"\"1776 ENERGY OPERATORS, LLC\""	2015-04-01	92251
"25"	"\"1776 ENERGY OPERATORS, LLC\""	2015-05-01	98620
"26"	"\"1776 ENERGY OPERATORS, LLC\""	2015-06-01	104108
"27"	"\"1776 ENERGY OPERATORS, LLC\""	2015-07-01	109205
"28"	"\"1776 ENERGY OPERATORS, LLC\""	2015-08-01	113320
"29"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2010-06-01	201
"30"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2010-07-01	462
"31"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2010-08-01	623
"32"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2010-09-01	784
"33"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2010-10-01	928
"34"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2010-11-01	1062
"35"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2010-12-01	1179
"36"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2011-01-01	1288
"37"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2011-02-01	1371
"38"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2011-03-01	1469
"39"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2011-04-01	1554
"40"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2011-05-01	1637
"41"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2011-06-01	1712
"42"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2011-07-01	1779
"43"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2011-08-01	1848
"44"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2011-09-01	1908
"45"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2011-10-01	1971
"46"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2011-11-01	2029
"47"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2011-12-01	2090
"48"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2012-01-01	2149
"49"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2012-02-01	2203
"50"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2012-03-01	2262
"51"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2012-04-01	2319
"52"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2012-05-01	2372
"53"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2012-06-01	2422
"54"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2012-07-01	2474
"55"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2012-08-01	2515
"56"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2012-09-01	2571
"57"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2012-10-01	2628
"58"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2012-11-01	2684
"59"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2012-12-01	2741
"60"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2013-01-01	2799
"61"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2013-02-01	2849
"62"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2013-03-01	2904
"63"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2013-04-01	2960
"64"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2013-05-01	3010
"65"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2013-06-01	3065
"66"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2013-07-01	3120
"67"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2013-08-01	3163
"68"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2013-09-01	3220
"69"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2013-10-01	3271
"70"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2013-11-01	3319
"71"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2013-12-01	3373
"72"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2014-01-01	3429
"73"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2014-02-01	3484
"74"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2014-03-01	3542
"75"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2014-04-01	3622
"76"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2014-05-01	3702
"77"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2014-06-01	3763
"78"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2014-07-01	3841
"79"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2014-08-01	3915
"80"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2014-09-01	3957
"81"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2014-10-01	4027
"82"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2014-11-01	4087
"83"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2014-12-01	4142
"84"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2015-01-01	4207
"85"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2015-02-01	4268
"86"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2015-03-01	4333
"87"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2015-04-01	4397
"88"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2015-05-01	4459
"89"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2015-06-01	4530
"90"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2015-07-01	4594
"91"	"\"ACOCK/ANAQUA OPERATING CO., LP\""	2015-08-01	4667
"92"	"\"ACTIVA RESOURCES, LLC\""	2006-07-01	0
"93"	"\"ACTIVA RESOURCES, LLC\""	2006-08-01	0
"94"	"\"ACTIVA RESOURCES, LLC\""	2006-10-01	0
"95"	"\"ACTIVA RESOURCES, LLC\""	2006-11-01	0
"96"	"\"ACTIVA RESOURCES, LLC\""	2006-12-01	0
"97"	"\"ACTIVA RESOURCES, LLC\""	2007-01-01	0
"98"	"\"ACTIVA RESOURCES, LLC\""	2007-02-01	0
"99"	"\"ACTIVA RESOURCES, LLC\""	2007-03-01	0
"100"	"\"ACTIVA RESOURCES, LLC\""	2007-05-01	0
"101"	"\"ALAMO OPERATING COMPANY, L. C.\""	2010-08-01	4268
"102"	"\"ALAMO OPERATING COMPANY, L. C.\""	2010-09-01	6817
"103"	"\"ALAMO OPERATING COMPANY, L. C.\""	2010-10-01	8553
"104"	"\"ALAMO OPERATING COMPANY, L. C.\""	2010-11-01	9998
"105"	"\"ALAMO OPERATING COMPANY, L. C.\""	2010-12-01	11393
"106"	"\"ALAMO OPERATING COMPANY, L. C.\""	2011-01-01	12657
"107"	"\"ALAMO OPERATING COMPANY, L. C.\""	2011-02-01	13193
"108"	"\"ALAMO OPERATING COMPANY, L. C.\""	2011-03-01	14844
"109"	"\"ALAMO OPERATING COMPANY, L. C.\""	2011-04-01	15609
"110"	"\"ALAMO OPERATING COMPANY, L. C.\""	2011-05-01	16542
"111"	"\"ALAMO OPERATING COMPANY, L. C.\""	2011-06-01	17318
"112"	"\"ALAMO OPERATING COMPANY, L. C.\""	2011-07-01	18122
"113"	"\"ALAMO OPERATING COMPANY, L. C.\""	2011-08-01	18957
"114"	"\"ALAMO OPERATING COMPANY, L. C.\""	2011-09-01	19672
"115"	"\"ALAMO OPERATING COMPANY, L. C.\""	2011-10-01	20453
"116"	"\"ALAMO OPERATING COMPANY, L. C.\""	2011-11-01	21201
"117"	"\"ALAMO OPERATING COMPANY, L. C.\""	2011-12-01	22053
"118"	"\"ALAMO OPERATING COMPANY, L. C.\""	2012-01-01	22598
"119"	"\"ALAMO OPERATING COMPANY, L. C.\""	2012-02-01	23205
"120"	"\"ALAMO OPERATING COMPANY, L. C.\""	2012-03-01	23872
"121"	"\"ALAMO OPERATING COMPANY, L. C.\""	2012-04-01	24288
"122"	"\"ALAMO OPERATING COMPANY, L. C.\""	2012-05-01	24966
"123"	"\"ALAMO OPERATING COMPANY, L. C.\""	2012-06-01	25477
"124"	"\"ALAMO OPERATING COMPANY, L. C.\""	2012-07-01	25985
"125"	"\"ALAMO OPERATING COMPANY, L. C.\""	2012-08-01	26335
"126"	"\"ALAMO OPERATING COMPANY, L. C.\""	2012-09-01	26840
"127"	"\"ALAMO OPERATING COMPANY, L. C.\""	2012-10-01	27277
"128"	"\"ALAMO OPERATING COMPANY, L. C.\""	2012-11-01	27701
"129"	"\"ALAMO OPERATING COMPANY, L. C.\""	2012-12-01	28186
"130"	"\"ALAMO OPERATING COMPANY, L. C.\""	2013-01-01	28734
"131"	"\"ALAMO OPERATING COMPANY, L. C.\""	2013-02-01	29179
"132"	"\"ALAMO OPERATING COMPANY, L. C.\""	2013-03-01	29598
"133"	"\"ALAMO OPERATING COMPANY, L. C.\""	2013-04-01	30069
"134"	"\"ALAMO OPERATING COMPANY, L. C.\""	2013-05-01	30436
"135"	"\"ALAMO OPERATING COMPANY, L. C.\""	2013-06-01	30789
"136"	"\"ALAMO OPERATING COMPANY, L. C.\""	2013-07-01	31128
"137"	"\"ALAMO OPERATING COMPANY, L. C.\""	2013-08-01	31436
"138"	"\"ALAMO OPERATING COMPANY, L. C.\""	2013-09-01	31673
"139"	"\"ALAMO OPERATING COMPANY, L. C.\""	2013-10-01	31945
"140"	"\"ALAMO OPERATING COMPANY, L. C.\""	2013-11-01	32183
"141"	"\"ALAMO OPERATING COMPANY, L. C.\""	2013-12-01	32433
"142"	"\"ALAMO OPERATING COMPANY, L. C.\""	2014-01-01	32658
"143"	"\"ALAMO OPERATING COMPANY, L. C.\""	2014-02-01	32877
"144"	"\"ALAMO OPERATING COMPANY, L. C.\""	2014-03-01	33093
"145"	"\"ALAMO OPERATING COMPANY, L. C.\""	2014-04-01	33290
"146"	"\"ALAMO OPERATING COMPANY, L. C.\""	2014-05-01	33541
"147"	"\"ALAMO OPERATING COMPANY, L. C.\""	2014-06-01	33762
"148"	"\"ALAMO OPERATING COMPANY, L. C.\""	2014-07-01	34028
"149"	"\"ALAMO OPERATING COMPANY, L. C.\""	2014-08-01	34213
"150"	"\"ALAMO OPERATING COMPANY, L. C.\""	2014-09-01	34434
"151"	"\"ALAMO OPERATING COMPANY, L. C.\""	2014-10-01	34775
"152"	"\"ALAMO OPERATING COMPANY, L. C.\""	2014-11-01	35754
"153"	"\"ALAMO OPERATING COMPANY, L. C.\""	2014-12-01	36233
"154"	"\"ALAMO OPERATING COMPANY, L. C.\""	2015-01-01	36662
"155"	"\"ALAMO OPERATING COMPANY, L. C.\""	2015-02-01	36670
"156"	"\"ALAMO OPERATING COMPANY, L. C.\""	2015-03-01	37005
"157"	"\"ALAMO OPERATING COMPANY, L. C.\""	2015-04-01	37624
"158"	"\"ALAMO OPERATING COMPANY, L. C.\""	2015-05-01	37942
"159"	"\"ALAMO OPERATING COMPANY, L. C.\""	2015-06-01	38206
"160"	"\"ALAMO OPERATING COMPANY, L. C.\""	2015-07-01	38376
"161"	"\"ANATEXAS OFFSHORE, INC.\""	2013-10-01	19
"162"	"\"ANATEXAS OFFSHORE, INC.\""	2013-11-01	40
"163"	"\"ANATEXAS OFFSHORE, INC.\""	2013-12-01	55
"164"	"\"ANATEXAS OFFSHORE, INC.\""	2014-01-01	72
"165"	"\"ANATEXAS OFFSHORE, INC.\""	2014-02-01	92
"166"	"\"ANATEXAS OFFSHORE, INC.\""	2014-03-01	117
"167"	"\"ATERRA EXPLORATION, LLC\""	2013-04-01	116
"168"	"\"ATERRA EXPLORATION, LLC\""	2013-05-01	152
"169"	"\"ATERRA EXPLORATION, LLC\""	2013-06-01	163
"170"	"\"ATERRA EXPLORATION, LLC\""	2013-07-01	230
"171"	"\"ATERRA EXPLORATION, LLC\""	2013-08-01	239
"172"	"\"ATERRA EXPLORATION, LLC\""	2013-09-01	287
"173"	"\"ATERRA EXPLORATION, LLC\""	2014-06-01	374
"174"	"\"ATERRA EXPLORATION, LLC\""	2014-07-01	383
"175"	"\"ATERRA EXPLORATION, LLC\""	2014-08-01	400
"176"	"\"ATERRA EXPLORATION, LLC\""	2014-09-01	414
"177"	"\"ATERRA EXPLORATION, LLC\""	2014-10-01	461
"178"	"\"ATERRA EXPLORATION, LLC\""	2014-11-01	493
"179"	"\"ATINUM OPERATING, INC.\""	2010-08-01	45
"180"	"\"ATINUM OPERATING, INC.\""	2010-09-01	638
"181"	"\"ATINUM OPERATING, INC.\""	2010-10-01	746
"182"	"\"ATINUM OPERATING, INC.\""	2010-11-01	774
"183"	"\"ATINUM OPERATING, INC.\""	2010-12-01	802
"184"	"\"ATINUM OPERATING, INC.\""	2011-01-01	830
"185"	"\"ATINUM OPERATING, INC.\""	2011-02-01	830
"186"	"\"ATINUM OPERATING, INC.\""	2011-03-01	962
"187"	"\"ATINUM OPERATING, INC.\""	2011-04-01	968
"188"	"\"ATINUM OPERATING, INC.\""	2011-05-01	968
"189"	"\"ATINUM OPERATING, INC.\""	2011-06-01	968
"190"	"\"ATINUM OPERATING, INC.\""	2011-07-01	968
"191"	"\"ATINUM OPERATING, INC.\""	2011-08-01	968
"192"	"\"ATINUM OPERATING, INC.\""	2011-09-01	968
"193"	"\"ATINUM OPERATING, INC.\""	2011-10-01	968
"194"	"\"ATINUM OPERATING, INC.\""	2011-11-01	968
"195"	"\"ATINUM OPERATING, INC.\""	2012-01-01	969
"196"	"\"ATINUM OPERATING, INC.\""	2012-02-01	977
"197"	"\"AURORA USA DEVELOPMENT, LLC\""	2010-12-01	2763
"198"	"\"AURORA USA DEVELOPMENT, LLC\""	2011-01-01	5502
"199"	"\"AURORA USA DEVELOPMENT, LLC\""	2011-02-01	7401
"200"	"\"AURORA USA DEVELOPMENT, LLC\""	2011-03-01	9327
"201"	"\"AURORA USA DEVELOPMENT, LLC\""	2011-04-01	10740
"202"	"\"AURORA USA DEVELOPMENT, LLC\""	2011-05-01	12168
"203"	"\"AURORA USA DEVELOPMENT, LLC\""	2011-06-01	15090
"204"	"\"AURORA USA DEVELOPMENT, LLC\""	2011-07-01	22683
"205"	"\"AURORA USA DEVELOPMENT, LLC\""	2011-08-01	28257
"206"	"\"AURORA USA DEVELOPMENT, LLC\""	2011-09-01	34676
"207"	"\"AURORA USA DEVELOPMENT, LLC\""	2011-10-01	41878
"208"	"\"AURORA USA DEVELOPMENT, LLC\""	2011-11-01	54506
"209"	"\"AURORA USA DEVELOPMENT, LLC\""	2011-12-01	71314
"210"	"\"AURORA USA DEVELOPMENT, LLC\""	2012-01-01	87025
"211"	"\"AURORA USA DEVELOPMENT, LLC\""	2012-02-01	98676
"212"	"\"AURORA USA DEVELOPMENT, LLC\""	2012-03-01	110306
"213"	"\"AURORA USA DEVELOPMENT, LLC\""	2012-04-01	122184
"214"	"\"AURORA USA DEVELOPMENT, LLC\""	2012-05-01	131790
"215"	"\"AURORA USA DEVELOPMENT, LLC\""	2012-06-01	139030
"216"	"\"AURORA USA DEVELOPMENT, LLC\""	2012-07-01	145946
"217"	"\"AURORA USA DEVELOPMENT, LLC\""	2012-08-01	150510
"218"	"\"AURORA USA DEVELOPMENT, LLC\""	2012-09-01	154757
"219"	"\"AURORA USA DEVELOPMENT, LLC\""	2012-10-01	174969
"220"	"\"AURORA USA DEVELOPMENT, LLC\""	2012-11-01	193170
"221"	"\"AURORA USA DEVELOPMENT, LLC\""	2012-12-01	209455
"222"	"\"AURORA USA DEVELOPMENT, LLC\""	2013-01-01	221302
"223"	"\"AURORA USA DEVELOPMENT, LLC\""	2013-02-01	232281
"224"	"\"AURORA USA DEVELOPMENT, LLC\""	2013-03-01	243050
"225"	"\"AURORA USA DEVELOPMENT, LLC\""	2013-04-01	252418
"226"	"\"AURORA USA DEVELOPMENT, LLC\""	2013-05-01	261450
"227"	"\"AURORA USA DEVELOPMENT, LLC\""	2013-06-01	269135
"228"	"\"AURORA USA DEVELOPMENT, LLC\""	2013-07-01	276658
"229"	"\"AURORA USA DEVELOPMENT, LLC\""	2013-08-01	284149
"230"	"\"AURORA USA DEVELOPMENT, LLC\""	2013-09-01	289630
"231"	"\"AURORA USA DEVELOPMENT, LLC\""	2013-10-01	315109
"232"	"\"AURORA USA DEVELOPMENT, LLC\""	2013-11-01	330581
"233"	"\"AURORA USA DEVELOPMENT, LLC\""	2013-12-01	346276
"234"	"\"AURORA USA DEVELOPMENT, LLC\""	2014-01-01	363181
"235"	"\"AURORA USA DEVELOPMENT, LLC\""	2014-02-01	373558
"236"	"\"AURORA USA DEVELOPMENT, LLC\""	2014-03-01	384685
"237"	"\"AURORA USA DEVELOPMENT, LLC\""	2014-04-01	433105
"238"	"\"AURORA USA DEVELOPMENT, LLC\""	2014-05-01	456270
"239"	"\"AURORA USA DEVELOPMENT, LLC\""	2014-06-01	515152
"240"	"\"AURORA USA DEVELOPMENT, LLC\""	2014-07-01	561913
"241"	"\"AURORA USA DEVELOPMENT, LLC\""	2014-08-01	610060
"242"	"\"AURORA USA DEVELOPMENT, LLC\""	2014-09-01	650999
"243"	"\"AURORA USA DEVELOPMENT, LLC\""	2014-10-01	689692
"244"	"\"AURORA USA DEVELOPMENT, LLC\""	2014-11-01	720354
"245"	"\"AURORA USA DEVELOPMENT, LLC\""	2014-12-01	750162
"246"	"\"AURORA USA DEVELOPMENT, LLC\""	2015-01-01	775990
"247"	"\"AURORA USA DEVELOPMENT, LLC\""	2015-02-01	796418
"248"	"\"AURORA USA DEVELOPMENT, LLC\""	2015-03-01	819114
"249"	"\"AURORA USA DEVELOPMENT, LLC\""	2015-04-01	841064
"250"	"\"AURORA USA DEVELOPMENT, LLC\""	2015-05-01	862179
"251"	"\"AURORA USA DEVELOPMENT, LLC\""	2015-06-01	882229
"252"	"\"AURORA USA DEVELOPMENT, LLC\""	2015-07-01	900240
"253"	"\"AURORA USA DEVELOPMENT, LLC\""	2015-08-01	919415
"254"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2011-04-01	15
"255"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2011-05-01	51
"256"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2011-06-01	87
"257"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2011-07-01	123
"258"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2011-08-01	159
"259"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2011-09-01	336
"260"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2011-10-01	585
"261"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2011-11-01	732
"262"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2011-12-01	870
"263"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2012-01-01	936
"264"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2012-02-01	1086
"265"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2012-03-01	1305
"266"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2012-04-01	1449
"267"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2012-05-01	1515
"268"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2012-06-01	1641
"269"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2012-07-01	1683
"270"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2012-08-01	1719
"271"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2012-09-01	1860
"272"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2012-10-01	1974
"273"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2012-11-01	2079
"274"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2012-12-01	2100
"275"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2013-01-01	2178
"276"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2013-02-01	2271
"277"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2013-03-01	2310
"278"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2013-04-01	2400
"279"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2013-06-01	2409
"280"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2013-07-01	2436
"281"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2013-08-01	2493
"282"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2013-09-01	2496
"283"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2013-11-01	2511
"284"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2013-12-01	2547
"285"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2014-02-01	2580
"286"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2014-04-01	2601
"287"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2014-10-01	2667
"288"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2014-11-01	2793
"289"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2014-12-01	2823
"290"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2015-01-01	2853
"291"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2015-02-01	2880
"292"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2015-03-01	2907
"293"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2015-04-01	2928
"294"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2015-05-01	2946
"295"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2015-06-01	2961
"296"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2015-07-01	2970
"297"	"\"BENCHMARK TEXAS PETROLEUM, LLC.\""	2015-08-01	2979
"298"	"\"BIG SHELL OIL & GAS, INC.\""	2012-08-01	6174
"299"	"\"BIG SHELL OIL & GAS, INC.\""	2012-09-01	6672
"300"	"\"BIG SHELL OIL & GAS, INC.\""	2012-10-01	7356
"301"	"\"BIG SHELL OIL & GAS, INC.\""	2012-11-01	8587
"302"	"\"BIG SHELL OIL & GAS, INC.\""	2012-12-01	9194
"303"	"\"BIG SHELL OIL & GAS, INC.\""	2013-01-01	9689
"304"	"\"BIG SHELL OIL & GAS, INC.\""	2013-02-01	9905
"305"	"\"BIG SHELL OIL & GAS, INC.\""	2013-03-01	10333
"306"	"\"BIG SHELL OIL & GAS, INC.\""	2013-04-01	10706
"307"	"\"BIG SHELL OIL & GAS, INC.\""	2013-05-01	11038
"308"	"\"BIG SHELL OIL & GAS, INC.\""	2013-06-01	11339
"309"	"\"BIG SHELL OIL & GAS, INC.\""	2013-07-01	11631
"310"	"\"BIG SHELL OIL & GAS, INC.\""	2013-08-01	11837
"311"	"\"BIG SHELL OIL & GAS, INC.\""	2013-09-01	12113
"312"	"\"BIG SHELL OIL & GAS, INC.\""	2013-10-01	12411
"313"	"\"BIG SHELL OIL & GAS, INC.\""	2013-11-01	12661
"314"	"\"BIG SHELL OIL & GAS, INC.\""	2013-12-01	12927
"315"	"\"BIG SHELL OIL & GAS, INC.\""	2014-01-01	13156
"316"	"\"BIG SHELL OIL & GAS, INC.\""	2014-02-01	13363
"317"	"\"BIG SHELL OIL & GAS, INC.\""	2014-03-01	13587
"318"	"\"BIG SHELL OIL & GAS, INC.\""	2014-04-01	13763
"319"	"\"BIG SHELL OIL & GAS, INC.\""	2014-05-01	13944
"320"	"\"BIG SHELL OIL & GAS, INC.\""	2014-06-01	14183
"321"	"\"BIG SHELL OIL & GAS, INC.\""	2014-07-01	14258
"322"	"\"BIG SHELL OIL & GAS, INC.\""	2014-10-01	14426
"323"	"\"BIG SHELL OIL & GAS, INC.\""	2014-11-01	14744
"324"	"\"BIG SHELL OIL & GAS, INC.\""	2014-12-01	15017
"325"	"\"BIG SHELL OIL & GAS, INC.\""	2015-01-01	15219
"326"	"\"BIG SHELL OIL & GAS, INC.\""	2015-02-01	15411
"327"	"\"BIG SHELL OIL & GAS, INC.\""	2015-03-01	15611
"328"	"\"BIG SHELL OIL & GAS, INC.\""	2015-04-01	15783
"329"	"\"BIG SHELL OIL & GAS, INC.\""	2015-05-01	15937
"330"	"\"BIG SHELL OIL & GAS, INC.\""	2015-06-01	16037
"331"	"\"BIG SHELL OIL & GAS, INC.\""	2015-07-01	16149
"332"	"\"BIG SHELL OIL & GAS, INC.\""	2015-08-01	16246
"333"	"\"BLACKBRUSH O & G, INC.\""	2010-04-01	25
"334"	"\"BLACKBRUSH O & G, INC.\""	2010-05-01	52
"335"	"\"BLACKBRUSH O & G, INC.\""	2010-06-01	1625
"336"	"\"BLACKBRUSH O & G, INC.\""	2010-07-01	4740
"337"	"\"BLACKBRUSH O & G, INC.\""	2010-08-01	7011
"338"	"\"BLACKBRUSH O & G, INC.\""	2010-09-01	8322
"339"	"\"BLACKBRUSH O & G, INC.\""	2010-10-01	8998
"340"	"\"BLACKBRUSH O & G, INC.\""	2010-11-01	9575
"341"	"\"BLACKBRUSH O & G, INC.\""	2010-12-01	9993
"342"	"\"BLACKBRUSH O & G, INC.\""	2011-01-01	10577
"343"	"\"BLACKBRUSH O & G, INC.\""	2011-02-01	10911
"344"	"\"BLACKBRUSH O & G, INC.\""	2011-03-01	11282
"345"	"\"BLACKBRUSH O & G, INC.\""	2011-04-01	11836
"346"	"\"BLACKBRUSH O & G, INC.\""	2011-05-01	15173
"347"	"\"BLACKBRUSH O & G, INC.\""	2011-06-01	17158
"348"	"\"BLACKBRUSH O & G, INC.\""	2011-07-01	25882
"349"	"\"BLACKBRUSH O & G, INC.\""	2011-08-01	32806
"350"	"\"BLACKBRUSH O & G, INC.\""	2011-09-01	39426
"351"	"\"BLACKBRUSH O & G, INC.\""	2011-10-01	49578
"352"	"\"BLACKBRUSH O & G, INC.\""	2011-11-01	59163
"353"	"\"BLACKBRUSH O & G, INC.\""	2011-12-01	68706
"354"	"\"BLACKBRUSH O & G, INC.\""	2012-01-01	83603
"355"	"\"BLACKBRUSH O & G, INC.\""	2012-02-01	98166
